gene_ids,feature_is_filtered,feature_name,feature_reference,feature_biotype,n_cells_by_counts,mean_counts,pct_dropout_by_counts,total_counts,pval_without_sv,pval_with_sv,pval_rd_only
ENSG00000109686,FALSE,SH3D19,NCBITaxon:9606,gene,21319,0.6104644,69.5482009455927,42738,0.777282939221399,0.570931824143219,0.960464331099376
ENSG00000109689,FALSE,STIM2,NCBITaxon:9606,gene,46470,1.8910997,33.6228199231527,132394,0.982394870410361,0.517500237511337,0.47012709420261
ENSG00000109736,FALSE,MFSD10,NCBITaxon:9606,gene,11774,0.19844592,83.1821622934194,13893,0.312662375585323,0.825043187806149,0.526149256663374
ENSG00000109738,FALSE,GLRB,NCBITaxon:9606,gene,10959,0.2132583,84.3462983330715,14930,0.836475244123113,0.535216642423457,0.951575718832946
ENSG00000109756,FALSE,RAPGEF2,NCBITaxon:9606,gene,51809,2.338428,25.9966575725978,163711,0.109513549329032,0.314252764835237,0.00711293321314593
ENSG00000109762,FALSE,SNX25,NCBITaxon:9606,gene,31927,0.84611976,54.3958633889929,59236,0.0220202230959697,0.0572301703679107,0.00112846160717318
ENSG00000109771,FALSE,LRP2BP,NCBITaxon:9606,gene,30935,0.8061249,55.8128240654773,56436,0.602688343813566,0.935186222900174,0.361021496448458
ENSG00000109775,FALSE,UFSP2,NCBITaxon:9606,gene,14357,0.26363754,79.4926366610007,18457,0.161983623264475,0.305757375934737,0.101414635617765
ENSG00000109787,FALSE,KLF3,NCBITaxon:9606,gene,12860,0.23779799,81.6309331657358,16648,0.108788326099574,0.0589657640732872,0.0895341367804831
ENSG00000109790,FALSE,KLHL5,NCBITaxon:9606,gene,26531,0.65521574,62.1034438429345,45871,0.609418245306716,0.734233831670417,0.767688115702559
ENSG00000109794,FALSE,FAM149A,NCBITaxon:9606,gene,7298,0.12582669,89.575625990944,8809,0.0260705459372099,0.032972991309276,0.0100111897374823
ENSG00000109814,FALSE,UGDH,NCBITaxon:9606,gene,5303,0.09687326,92.4252596094788,6782,0.0480768952050183,0.0559989060815366,0.0168941248935452
ENSG00000109819,FALSE,PPARGC1A,NCBITaxon:9606,gene,37199,1.3201017,46.8654030196118,92419,0.412480801495582,0.494051308550435,0.249241848345325
ENSG00000109832,FALSE,DDX25,NCBITaxon:9606,gene,8918,0.15313746,87.2616377894271,10721,0.00978397443440378,0.00753787967615243,0.00613893146577339
ENSG00000109846,FALSE,CRYAB,NCBITaxon:9606,gene,24867,1.0940737,64.4802811067148,76595,0.372236200458454,0.558169330490892,0.485626081586606
ENSG00000109854,FALSE,HTATIP2,NCBITaxon:9606,gene,5113,0.088431485,92.6966532874345,6191,0.677110160560735,0.632353622640362,0.630477470620369
ENSG00000109881,FALSE,CCDC34,NCBITaxon:9606,gene,4405,0.08107529,93.7079518347641,5676,0.572300658085248,0.533600861495288,0.403066868190034
ENSG00000109906,FALSE,ZBTB16,NCBITaxon:9606,gene,59960,3.915468,14.3538687882987,274118,0.00255868189906623,0.00379349107413043,0.000320349372919603
ENSG00000109911,FALSE,ELP4,NCBITaxon:9606,gene,54210,2.9772887,22.5670985159051,208437,0.491036922283086,0.291909516172071,0.588773306397365
ENSG00000109917,FALSE,ZPR1,NCBITaxon:9606,gene,2061,0.030924596,97.0560927880701,2165,0.250920515107958,0.236381504212831,0.459313459191448
ENSG00000109919,FALSE,MTCH2,NCBITaxon:9606,gene,30168,0.7195789,56.9083974917511,50377,0.435399034256956,0.537422270553319,0.332929321469429
ENSG00000109920,FALSE,FNBP4,NCBITaxon:9606,gene,41745,1.1292262,40.3719521775772,79056,0.710254802420243,0.991136721426084,0.60738659565877
ENSG00000109927,FALSE,TECTA,NCBITaxon:9606,gene,4763,0.083817795,93.1965890099844,5868,0.0371614661049949,0.0984511598205616,0.0158025732988282
ENSG00000109929,FALSE,SC5D,NCBITaxon:9606,gene,11070,0.19493207,84.1877472896342,13647,0.630940139039281,0.414942573575283,0.65560514673806
ENSG00000109944,FALSE,JHY,NCBITaxon:9606,gene,5558,0.1123427,92.0610207259067,7865,0.0417321222926556,0.0147353713240705,0.12932581314706
ENSG00000109956,FALSE,B3GAT1,NCBITaxon:9606,gene,26237,0.56655574,62.5233898498765,39664,0.473325846658411,0.586251828446931,0.256073623269708
ENSG00000109971,FALSE,HSPA8,NCBITaxon:9606,gene,16413,0.34364152,76.5558713879644,24058,0.173372145947774,0.361191583293464,0.229591646401718
ENSG00000110002,FALSE,VWA5A,NCBITaxon:9606,gene,8873,0.15552287,87.3259152394692,10888,0.77399529727518,0.433927819021057,0.404785953187475
ENSG00000110011,FALSE,DNAJC4,NCBITaxon:9606,gene,4782,0.07336199,93.1694496421889,5136,0.134455200172749,0.294416241026023,0.208967666066361
ENSG00000110013,FALSE,SIAE,NCBITaxon:9606,gene,12705,0.23031324,81.8523332714365,16124,0.0690679124115979,0.0686684537455272,0.0420642065663777
ENSG00000110025,FALSE,SNX15,NCBITaxon:9606,gene,4784,0.07546172,93.1665928666314,5283,0.899162474587661,0.717621797796904,0.687974845640527
ENSG00000110031,FALSE,LPXN,NCBITaxon:9606,gene,15734,0.31595936,77.5257466897113,22120,0.107422192797305,0.117094082390883,0.0664213288073198
ENSG00000110042,FALSE,DTX4,NCBITaxon:9606,gene,5759,0.09871588,91.7739147823851,6911,0.186426617076061,0.170577104256666,0.110049333833338
ENSG00000110046,FALSE,ATG2A,NCBITaxon:9606,gene,9955,0.16167921,85.7803996629005,11319,0.235686123192976,0.240470496478071,0.216139886320765
ENSG00000110047,FALSE,EHD1,NCBITaxon:9606,gene,5098,0.08173235,92.7180791041152,5722,0.750521688555341,0.820995272848719,0.335013000256332
ENSG00000110048,FALSE,OSBP,NCBITaxon:9606,gene,13801,0.25672415,80.2868202659658,17973,0.494630695449022,0.345193233903502,0.553971930901506
ENSG00000110057,FALSE,UNC93B1,NCBITaxon:9606,gene,5438,0.08638889,92.2324272593524,6048,0.0102313553610613,0.0338349978386738,0.00137704235843444
ENSG00000110060,FALSE,PUS3,NCBITaxon:9606,gene,2023,0.031681642,97.1103715236612,2218,0.0700664686041347,0.059958323727223,0.031452022127163
ENSG00000110063,FALSE,DCPS,NCBITaxon:9606,gene,4482,0.07484752,93.5979659758031,5240,0.688421951615127,0.493379297519858,0.745094241257338
ENSG00000110066,FALSE,KMT5B,NCBITaxon:9606,gene,40034,1.1879473,42.8159236669571,83167,0.634235659626137,0.580958719254337,0.706077978308289
ENSG00000110074,FALSE,FOXRED1,NCBITaxon:9606,gene,17977,0.32738647,74.3218729020555,22920,0.0191549532280323,0.0528352102127013,0.00311670384196427
ENSG00000110075,FALSE,PPP6R3,NCBITaxon:9606,gene,56623,2.7961118,19.1203988058678,195753,0.748874462916316,0.976971622965507,0.743763056531328
ENSG00000110076,FALSE,NRXN2,NCBITaxon:9606,gene,15632,0.27460754,77.6714422431402,19225,0.00187279798188963,0.00998726825417851,0.000109346539376201
ENSG00000110080,FALSE,ST3GAL4,NCBITaxon:9606,gene,12546,0.2302704,82.0794469282521,16121,0.587927453653564,0.945585843633539,0.24161328169757
ENSG00000110090,FALSE,CPT1A,NCBITaxon:9606,gene,38210,1.1018155,45.4213029753318,77137,0.868953837036307,0.895035352530067,0.701714625181673
ENSG00000110107,FALSE,PRPF19,NCBITaxon:9606,gene,7657,0.1212844,89.0628347783856,8491,0.190287487574292,0.177279195499064,0.971792419796071
ENSG00000110108,FALSE,TMEM109,NCBITaxon:9606,gene,2293,0.034766957,96.7247068234084,2434,0.757855840456907,0.568839998922126,0.875032437409718
ENSG00000110171,FALSE,TRIM3,NCBITaxon:9606,gene,5990,0.094673544,91.4439572055021,6628,0.361963925709255,0.461307348619857,0.105360567072631
ENSG00000110172,FALSE,CHORDC1,NCBITaxon:9606,gene,20638,0.4850662,70.5209330228971,33959,0.879558817252079,0.549902613969351,0.340850394742449
ENSG00000110200,FALSE,ANAPC15,NCBITaxon:9606,gene,1769,0.026368039,97.4731820194546,1846,5.5934609833819e-05,7.8233101982999e-05,3.74254861243822e-05
ENSG00000110218,FALSE,PANX1,NCBITaxon:9606,gene,2064,0.03425274,97.051807624734,2398,0.922434776979956,0.972848373496124,0.87458941651632
ENSG00000110237,FALSE,ARHGEF17,NCBITaxon:9606,gene,35235,0.8797012,49.6707566170064,61587,0.34682094569422,0.561640091070889,0.176664873222281
ENSG00000110274,FALSE,CEP164,NCBITaxon:9606,gene,31071,0.7172935,55.6185633275722,50217,0.32832699705463,0.409757187712457,0.0595652175936741
ENSG00000110315,FALSE,RNF141,NCBITaxon:9606,gene,10328,0.17933409,85.2476110214401,12555,0.365801616392249,0.603330164429933,0.468555853045417
ENSG00000110318,FALSE,CEP126,NCBITaxon:9606,gene,31617,0.88480055,54.8386636003942,61944,0.565864885218803,0.643329313517085,0.235962880991944
ENSG00000110321,FALSE,EIF4G2,NCBITaxon:9606,gene,19192,0.36212486,72.5863817509177,25352,0.416515780986574,0.35695280502635,0.965818669830938
ENSG00000110328,FALSE,GALNT18,NCBITaxon:9606,gene,55769,3.490394,20.3402419688897,244359,0.123215722674385,0.128454177695638,0.0523073067895396
ENSG00000110330,FALSE,BIRC2,NCBITaxon:9606,gene,19335,0.37776572,72.3821222985616,26447,0.787424974255793,0.997349142514906,0.480769814097881
ENSG00000110344,FALSE,UBE4A,NCBITaxon:9606,gene,27116,0.5825108,61.2678369923867,40781,0.19682901791214,0.15419289862071,0.387015342900262
ENSG00000110367,FALSE,DDX6,NCBITaxon:9606,gene,34057,0.8213515,51.3533974203317,57502,0.952912288217349,0.848133740030277,0.902002451054066
ENSG00000110375,FALSE,UPK2,NCBITaxon:9606,gene,2986,0.04663686,95.7348340927595,3265,0.231386478174182,0.218295369845074,0.121810812793342
ENSG00000110395,FALSE,CBL,NCBITaxon:9606,gene,25073,0.59672326,64.1860332242997,41776,0.000537399528913703,0.00236694575628498,7.23855861837773e-06
ENSG00000110400,FALSE,NECTIN1,NCBITaxon:9606,gene,2203,0.033481408,96.8532617234927,2344,0.232614292031421,0.32835807960857,0.0130641471668982
ENSG00000110422,FALSE,HIPK3,NCBITaxon:9606,gene,42913,1.4821808,38.703595252039,103766,0.66287001007261,0.857556263907451,0.686884379957837
ENSG00000110427,FALSE,KIAA1549L,NCBITaxon:9606,gene,19572,0.4581411,72.0435943950064,32074,0.882098265116819,0.872564409775557,0.859942077368197
ENSG00000110429,FALSE,FBXO3,NCBITaxon:9606,gene,20565,0.40681913,70.6252053307432,28481,0.249098608467903,0.259557084405436,0.115588382675055
ENSG00000110435,FALSE,PDHX,NCBITaxon:9606,gene,28761,0.68435484,58.9181390964019,47911,0.20131448783889,0.182648308105928,0.34973322849699
ENSG00000110436,FALSE,SLC1A2,NCBITaxon:9606,gene,69354,66.98786,0.935593995057782,4689753,0.131248974670205,0.247297117224853,0.191448470958984
ENSG00000110442,FALSE,COMMD9,NCBITaxon:9606,gene,6312,0.102943905,90.9840163407562,7207,0.218168425412726,0.305331256296848,0.254288825904995
ENSG00000110446,FALSE,SLC15A3,NCBITaxon:9606,gene,1766,0.026967961,97.4774671827908,1888,0.0016352612427819,0.0036687757088137,0.00106020009861168
ENSG00000110455,FALSE,ACCS,NCBITaxon:9606,gene,10771,0.18324786,84.6148352354697,12829,0.606020979670367,0.743723841478166,0.298927881897263
ENSG00000110492,FALSE,MDK,NCBITaxon:9606,gene,3093,0.04903655,95.5819966004371,3433,0.0785383161633333,0.126524373466471,0.0916565069569656
ENSG00000110497,FALSE,AMBRA1,NCBITaxon:9606,gene,42579,1.2866489,39.1806767701296,90077,0.0122035421119791,0.0326262137271089,0.000483935687778661
ENSG00000110514,FALSE,MADD,NCBITaxon:9606,gene,18361,0.3379137,73.7733719950292,23657,0.042867445140299,0.0827983052922854,0.0105860891919659
ENSG00000110536,FALSE,PTPMT1,NCBITaxon:9606,gene,3205,0.04917939,95.4220171692211,3443,0.551941835754092,0.961187584529682,0.378931151244046
ENSG00000110583,FALSE,NAA40,NCBITaxon:9606,gene,13325,0.22844206,80.9667328486338,15993,0.046219603578993,0.149310035646167,0.014607532019519
ENSG00000110619,FALSE,CARS1,NCBITaxon:9606,gene,21010,0.44465712,69.9895727692154,31130,0.110290148045381,0.0771739837060992,0.0102906278208446
ENSG00000110628,FALSE,SLC22A18,NCBITaxon:9606,gene,1674,0.025582425,97.6088788584325,1791,0.113408277701607,0.129421502027893,0.124791657841532
ENSG00000110651,FALSE,CD81,NCBITaxon:9606,gene,40361,1.2689654,42.3488408633176,88839,0.532877940061719,0.709205778109386,0.753750215240792
ENSG00000110660,FALSE,SLC35F2,NCBITaxon:9606,gene,2346,0.04029482,96.6490022711366,2821,0.449106957847731,0.415620138802929,0.644736521133412
ENSG00000110675,FALSE,ELMOD1,NCBITaxon:9606,gene,12752,0.2802354,81.785199045837,19619,0.99055283918211,0.936272296323739,0.66298804716898
ENSG00000110693,FALSE,SOX6,NCBITaxon:9606,gene,65434,7.7532744,6.53487408761731,542799,0.699334460979552,0.46180516168006,0.826391165731626
ENSG00000110696,FALSE,C11orf58,NCBITaxon:9606,gene,34124,0.89349943,51.2576954391578,62553,0.000224911137415314,0.00115629693699753,4.7198960827207e-06
ENSG00000110697,FALSE,PITPNM1,NCBITaxon:9606,gene,2233,0.03326715,96.8104100901313,2329,0.124244825300176,0.230214337629938,0.0030407133229854
ENSG00000110700,FALSE,RPS13,NCBITaxon:9606,gene,11121,0.20158836,84.1148995129198,14113,0.00364220411463379,0.0139382588343642,0.000835535371539579
ENSG00000110711,FALSE,AIP,NCBITaxon:9606,gene,2073,0.031024583,97.0389521347255,2172,0.4823657163808,0.754568797832551,0.978465719950414
ENSG00000110713,FALSE,NUP98,NCBITaxon:9606,gene,30866,0.725921,55.9113828222086,50821,0.326181789846179,0.507806068298045,0.176862021139983
ENSG00000110717,FALSE,NDUFS8,NCBITaxon:9606,gene,11614,0.1954463,83.4107043380137,13683,0.441718370282914,0.733692079058765,0.122938895869644
ENSG00000110721,FALSE,CHKA,NCBITaxon:9606,gene,56065,2.9882586,19.9174391863903,209205,0.245120873146076,0.235694519239537,0.193345712672564
ENSG00000110723,FALSE,EXPH5,NCBITaxon:9606,gene,11354,0.28734878,83.7820851604794,20117,0.0162597031511111,0.030022481232744,0.192188015683863
ENSG00000110756,FALSE,HPS5,NCBITaxon:9606,gene,18656,0.38139382,73.3519976003085,26701,0.51113728326217,0.62836601785975,0.322862626396598
ENSG00000110768,FALSE,GTF2H1,NCBITaxon:9606,gene,21804,0.4461712,68.8554328729163,31236,0.0416885282932148,0.110357819137235,0.028210912984252
ENSG00000110786,FALSE,PTPN5,NCBITaxon:9606,gene,3522,0.05277893,94.9692182433687,3695,0.178168300090079,0.2186782845282,0.368694615035742
ENSG00000110799,FALSE,VWF,NCBITaxon:9606,gene,1357,0.02136868,98.0616777842849,1496,0.252499285682397,0.524483119717479,0.341601076583903
ENSG00000110801,FALSE,PSMD9,NCBITaxon:9606,gene,13377,0.2340699,80.8924566841406,16387,0.00230197816033338,0.0047513428351877,0.00196737568990829
ENSG00000110811,FALSE,P3H3,NCBITaxon:9606,gene,3708,0.05712123,94.7035381165279,3999,0.514636291470076,0.83998304724452,0.266587960102724
ENSG00000110841,FALSE,PPFIBP1,NCBITaxon:9606,gene,7410,0.12251282,89.415646559728,8577,0.445783238852035,0.459676158027955,0.226466561790932
ENSG00000110844,FALSE,PRPF40B,NCBITaxon:9606,gene,31507,0.79831165,54.9957862560528,55889,0.13688444401236,0.171271830878038,0.394093069842932
ENSG00000110851,FALSE,PRDM4,NCBITaxon:9606,gene,8898,0.15338027,87.2902055450014,10738,0.72157116623567,0.562271774390727,0.922991925289613
ENSG00000110871,FALSE,COQ5,NCBITaxon:9606,gene,9713,0.16250768,86.1260695053493,11377,0.361086528287681,0.34707605075753,0.165492865319348
ENSG00000110880,FALSE,CORO1C,NCBITaxon:9606,gene,19433,0.40434802,72.2421402962476,28308,0.0495002282856847,0.0917524879126099,0.0494171021694056
ENSG00000110881,FALSE,ASIC1,NCBITaxon:9606,gene,7999,0.13086888,88.5743261580654,9162,0.271904945685803,0.487724132698261,0.0779560440296794
ENSG00000110888,FALSE,CAPRIN2,NCBITaxon:9606,gene,25236,0.5461012,63.9532060163693,38232,0.0116769369278788,0.00830795234968677,0.00270158662723567
ENSG00000110900,FALSE,TSPAN11,NCBITaxon:9606,gene,3579,0.06184919,94.887800139982,4330,0.144816261069071,0.127449481921585,0.124967624751798
ENSG00000110906,FALSE,KCTD10,NCBITaxon:9606,gene,4563,0.07293348,93.4822665657273,5106,0.208028117341981,0.18526676844902,0.123388782367462
ENSG00000110911,FALSE,SLC11A2,NCBITaxon:9606,gene,22394,0.45909813,68.012684083475,32141,0.432936217678043,0.419282437421587,0.513303840397253
ENSG00000110917,FALSE,MLEC,NCBITaxon:9606,gene,18917,0.36745277,72.9791883900641,25725,0.498571783406364,0.571817018400749,0.422060499883607
ENSG00000110921,FALSE,MVK,NCBITaxon:9606,gene,4828,0.07609022,93.103743804368,5327,0.0499568086645677,0.108062387587735,0.0138990316434041
ENSG00000110925,FALSE,CSRNP2,NCBITaxon:9606,gene,9942,0.16405034,85.7989687040238,11485,0.744887239692727,0.553647675213619,0.60676760460188
ENSG00000110931,FALSE,CAMKK2,NCBITaxon:9606,gene,11984,0.2071305,82.8822008598895,14501,0.143886349787986,0.10509381532827,0.271494397727499
ENSG00000110955,FALSE,ATP5F1B,NCBITaxon:9606,gene,15477,0.27350768,77.8928423488409,19148,0.00444881964280079,0.00957908802436509,0.0827495747654722
ENSG00000110958,FALSE,PTGES3,NCBITaxon:9606,gene,35422,1.1564084,49.4036481023868,80959,0.664079849938069,0.306511116133713,0.249083383756901
ENSG00000110987,FALSE,BCL7A,NCBITaxon:9606,gene,10618,0.1964176,84.833378565613,13751,0.418971865311591,0.536831644056425,0.509135228626005
ENSG00000111011,FALSE,RSRC2,NCBITaxon:9606,gene,25607,0.5408305,63.4232741504664,37863,0.15658599402071,0.148900566432899,0.191885750963288
ENSG00000111052,FALSE,LIN7A,NCBITaxon:9606,gene,18083,0.48149523,74.1704637975118,33709,0.0269558296808885,0.0366673033640845,0.0303702770442929
ENSG00000111058,FALSE,ACSS3,NCBITaxon:9606,gene,60379,4.721593,13.7553743090174,330554,0.839251085914938,0.823495726063986,0.842281662443373
ENSG00000111077,FALSE,TNS2,NCBITaxon:9606,gene,21737,0.44652832,68.9511348540902,31261,0.837813950069138,0.745631031092367,0.662768737894007
ENSG00000111087,FALSE,GLI1,NCBITaxon:9606,gene,4021,0.06632005,94.2564527417903,4643,0.509489498256258,0.374391209889197,0.284999039905288
ENSG00000111110,FALSE,PPM1H,NCBITaxon:9606,gene,14889,0.3296576,78.7327343627248,23079,0.260376244295752,0.203044683313821,0.09823506689548
ENSG00000111142,FALSE,METAP2,NCBITaxon:9606,gene,21230,0.42945907,69.6753274578983,30066,0.000345048906741747,0.00130790468031595,2.45219375722132e-05
ENSG00000111144,FALSE,LTA4H,NCBITaxon:9606,gene,11709,0.21234412,83.2750074990358,14866,0.00707977183998631,0.0151690172083436,0.00118692943820104
ENSG00000111145,FALSE,ELK3,NCBITaxon:9606,gene,7741,0.14480995,88.9428502049736,10138,0.944952731192762,0.589610704384448,0.759541755327106
ENSG00000111181,FALSE,SLC6A12,NCBITaxon:9606,gene,2250,0.036452457,96.7861274978931,2552,0.262543140751658,0.216704047790605,0.125964981156421
ENSG00000111186,FALSE,WNT5B,NCBITaxon:9606,gene,4336,0.087588735,93.8065105914954,6132,0.00691479519941271,0.00614309733366193,0.00395080969920901
ENSG00000111196,FALSE,MAGOHB,NCBITaxon:9606,gene,4787,0.075576,93.1623077032953,5291,0.160560612112029,0.25981356622843,0.0486231484070334
ENSG00000111203,FALSE,ITFG2,NCBITaxon:9606,gene,21951,0.46385464,68.6454598694454,32474,0.0562263627485457,0.103272949346947,0.13277361479042
ENSG00000111218,FALSE,PRMT8,NCBITaxon:9606,gene,1899,0.028153524,97.2874916082218,1971,0.467484588324733,0.687376462356126,0.787202208735175
ENSG00000111224,FALSE,PARP11,NCBITaxon:9606,gene,19342,0.42603093,72.3721235841106,29826,0.577577688204785,0.947948844489244,0.478165443179329
ENSG00000111229,FALSE,ARPC3,NCBITaxon:9606,gene,18138,0.33759946,74.0919024696825,23635,0.959407523377862,0.895036720154191,0.882905686638587
ENSG00000111231,FALSE,GPN3,NCBITaxon:9606,gene,3339,0.052693225,95.2306132068734,3689,0.730919891722547,0.834396882767382,0.924187174445791
ENSG00000111237,FALSE,VPS29,NCBITaxon:9606,gene,20958,0.40743333,70.0638489337085,28524,0.386409597110823,0.613432359375627,0.191119859133718
ENSG00000111249,FALSE,CUX2,NCBITaxon:9606,gene,8057,0.1292548,88.4914796669,9049,0.505096044903123,0.791429905716009,0.556503016790918
ENSG00000111252,FALSE,SH2B3,NCBITaxon:9606,gene,3221,0.050779186,95.3991629647617,3555,0.68356005244775,0.95505611529618,0.78480191395684
ENSG00000111254,FALSE,AKAP3,NCBITaxon:9606,gene,2726,0.046351183,96.1062149152252,3245,0.722414934573354,0.598299360638544,0.994551843473617
ENSG00000111261,FALSE,MANSC1,NCBITaxon:9606,gene,7369,0.12568384,89.4742104586553,8799,0.353607395542501,0.929048326504745,0.146748390336931
ENSG00000111266,FALSE,DUSP16,NCBITaxon:9606,gene,29601,0.7858847,57.718293362282,55019,0.23875884249096,0.370900741817192,0.0611594550112913
ENSG00000111269,FALSE,CREBL2,NCBITaxon:9606,gene,17675,0.35992515,74.7532460112271,25198,0.806733042346535,0.730778241280146,0.888757800583003
ENSG00000111271,FALSE,ACAD10,NCBITaxon:9606,gene,23916,0.49276522,65.838677884272,34498,0.150727765561496,0.22745572175752,0.137220809392071
ENSG00000111275,FALSE,ALDH2,NCBITaxon:9606,gene,43254,1.2915053,38.2165150194975,90417,0.275331632016383,0.413822185091505,0.244424624030763
ENSG00000111276,FALSE,CDKN1B,NCBITaxon:9606,gene,5622,0.08958848,91.969603908069,6272,0.648066820782711,0.66832696778657,0.327907691155369
ENSG00000111300,FALSE,NAA25,NCBITaxon:9606,gene,33211,0.80673915,52.5618134811239,56479,0.312514336112168,0.149340578177539,0.25700749596512
ENSG00000111321,FALSE,LTBR,NCBITaxon:9606,gene,5375,0.08727449,92.3224156894114,6110,0.968979206961134,0.867615327256636,0.945580275229516
ENSG00000111325,FALSE,OGFOD2,NCBITaxon:9606,gene,2208,0.032624375,96.8461197845991,2284,0.0260449534634413,0.0376013421386941,0.0166548875030042
ENSG00000111328,FALSE,CDK2AP1,NCBITaxon:9606,gene,12141,0.21388678,82.6579439786313,14974,0.00266173441809035,0.0104772890023565,4.28383197029821e-05
ENSG00000111331,FALSE,OAS3,NCBITaxon:9606,gene,1169,0.01864046,98.3302146866831,1305,0.598016086727269,0.602333316007559,0.218609691793253
ENSG00000111339,FALSE,ART4,NCBITaxon:9606,gene,1540,0.025053922,97.8002828207802,1754,0.0468969039048557,0.0635763024449185,0.00350637808112612
ENSG00000111344,FALSE,RASAL1,NCBITaxon:9606,gene,1526,0.022568528,97.8202802496822,1580,0.595709007873864,0.501881411321279,0.487528090227365
ENSG00000111358,FALSE,GTF2H3,NCBITaxon:9606,gene,19124,0.36779556,72.6835121198703,25749,0.0173263275360272,0.0242524512932281,0.00958676570428872
ENSG00000111361,FALSE,EIF2B1,NCBITaxon:9606,gene,12676,0.21692926,81.8937565170192,15187,0.0411095987725084,0.062257029093013,0.00585067123051716
ENSG00000111364,FALSE,DDX55,NCBITaxon:9606,gene,12100,0.21063006,82.7165078775586,14746,0.118716720340316,0.180911201317665,0.0212294830827617
ENSG00000111371,FALSE,SLC38A1,NCBITaxon:9606,gene,14242,0.6849405,79.6569012555529,47952,0.438537855707261,0.350749153647504,0.982887987831395
ENSG00000111404,FALSE,RERGL,NCBITaxon:9606,gene,1354,0.03550972,98.065962947621,2486,0.526795901466229,0.63558458987216,0.82867557092512
ENSG00000111405,FALSE,ENDOU,NCBITaxon:9606,gene,2322,0.037709437,96.6832835778257,2640,0.857054816571054,0.856074381712675,0.440892765929776
ENSG00000111412,FALSE,SPRING1,NCBITaxon:9606,gene,15537,0.3028182,77.807139082118,21200,0.78824568475562,0.923752965078002,0.597530145888001
ENSG00000111445,FALSE,RFC5,NCBITaxon:9606,gene,3113,0.048279505,95.5534288448628,3380,0.284589679254011,0.740311826278139,0.0403716121086831
ENSG00000111450,FALSE,STX2,NCBITaxon:9606,gene,17362,0.32795784,75.2003313859647,22960,0.261059839108034,0.27083907670175,0.580579712319909
ENSG00000111481,FALSE,COPZ1,NCBITaxon:9606,gene,6941,0.110328674,90.085560427945,7724,0.316339387749624,0.464055092742472,0.98023496515896
ENSG00000111490,FALSE,TBC1D30,NCBITaxon:9606,gene,8186,0.16569299,88.3072176434459,11600,0.222970716795994,0.227095363009469,0.0572956511303193
ENSG00000111530,FALSE,CAND1,NCBITaxon:9606,gene,25693,0.54925793,63.300432801497,38453,0.123654480600944,0.181287360330362,0.229563941352185
ENSG00000111540,FALSE,RAB5B,NCBITaxon:9606,gene,13390,0.23188446,80.8738876430173,16234,0.0188021306860732,0.0343768533066748,0.0014262264974458
ENSG00000111554,FALSE,MDM1,NCBITaxon:9606,gene,9505,0.16812125,86.4231741633219,11770,0.150006095061489,0.263184850298157,0.0426207310193687
ENSG00000111581,FALSE,NUP107,NCBITaxon:9606,gene,14227,0.28697738,79.6783270722336,20091,0.442743838903165,0.646412248331686,0.104179782537984
ENSG00000111596,FALSE,CNOT2,NCBITaxon:9606,gene,43310,1.4364581,38.1365253038895,100565,0.552538318562349,0.729106487583699,0.426486395726371
ENSG00000111602,FALSE,TIMELESS,NCBITaxon:9606,gene,1367,0.021125855,98.0473939064977,1479,0.0672818018375454,0.150807224468072,0.0236055559605059
ENSG00000111605,FALSE,CPSF6,NCBITaxon:9606,gene,36838,0.98833007,47.3810510077276,69192,0.574985645269361,0.385981965858933,0.482317370034759
ENSG00000111615,FALSE,KRR1,NCBITaxon:9606,gene,11133,0.19533204,84.0977588595752,13675,0.143278283797595,0.0770622737099139,0.487404658319801
ENSG00000111639,FALSE,MRPL51,NCBITaxon:9606,gene,6535,0.10935737,90.6654858661029,7656,0.00142196388766376,0.0041270142844123,0.000574409395353546
ENSG00000111640,FALSE,GAPDH,NCBITaxon:9606,gene,38498,1.2222999,45.0099272950621,85572,0.600842131195838,0.973390040994553,0.536325470298088
ENSG00000111641,FALSE,NOP2,NCBITaxon:9606,gene,5392,0.086874545,92.2981330971732,6082,0.931734664838711,0.92447455016708,0.682612611636908
ENSG00000111642,FALSE,CHD4,NCBITaxon:9606,gene,34061,0.8426488,51.3476838692168,58993,0.229426720466768,0.572176747222768,0.0349059115370925
ENSG00000111647,FALSE,UHRF1BP1L,NCBITaxon:9606,gene,26912,0.61736345,61.5592280992444,43221,0.121181889194534,0.228146479830197,0.13316284439314
ENSG00000111652,FALSE,COPS7A,NCBITaxon:9606,gene,8239,0.1331686,88.231513091174,9323,0.021875682700255,0.0270322570959118,0.0598547150460102
ENSG00000111653,FALSE,ING4,NCBITaxon:9606,gene,10491,0.17709152,85.0147838135097,12398,0.715448932725369,0.756066359556516,0.402853243891976
ENSG00000111664,FALSE,GNB3,NCBITaxon:9606,gene,3313,0.049922153,95.26775128912,3495,0.28043631016204,0.386424188267765,0.11071559544017
ENSG00000111666,FALSE,CHPT1,NCBITaxon:9606,gene,61083,4.9073405,12.7497893128026,343558,0.545667894481969,0.456461493848302,0.532044926450113
ENSG00000111667,FALSE,USP5,NCBITaxon:9606,gene,6894,0.10945736,90.1526946535446,7663,0.0165608067879835,0.0120445980225709,0.132320343062054
ENSG00000111669,FALSE,TPI1,NCBITaxon:9606,gene,11295,0.19103259,83.8663600394235,13374,0.722910105969901,0.875830189548326,0.463317699375499
