gene	n_cell_per_gene	prct_zero	expression_mean
TAS2R1	4	0.00062992125984252	0.0024236220472441
LINGO1	14	0.00220472440944882	0.00325984251968504
RBMY1HP	4	0.00062992125984252	0.00227244094488189
HNRNPF	3218	0.506771653543307	4.1320409448819
BTD	352	0.0554330708661417	0.365970078740157
CSGALNACT2	817	0.128661417322835	0.737264566929133
TACR3	9	0.00141732283464567	0.000699212598425197
PCDH7	28	0.00440944881889764	0.00756220472440945
ROBO1	32	0.00503937007874016	0.012651968503937
ONECUT1	7	0.00110236220472441	0.00465669291338583
AVEN	28	0.00440944881889764	0.0269133858267717
P2RY1	104	0.0163779527559055	0.093740157480315
IGHV1OR21-1	2	0.00031496062992126	0.000948031496062992
CTNND2	13	0.00204724409448819	0.00623779527559055
TRIM56	461	0.0725984251968504	0.463311811023622
MUC17	39	0.00614173228346457	0.00549133858267717
AHSP	4	0.00062992125984252	0.00399212598425197
WNT10B	139	0.0218897637795276	0.144664566929134
CALML6	8	0.00125984251968504	0.00459842519685039
REPS2	38	0.00598425196850394	0.00760157480314961
MUC3A	104	0.0163779527559055	0.0275102362204724
SYAP1	2171	0.341889763779528	1.78769763779527
ITGAM	190	0.0299212598425197	0.177324409448819
PYDC1	7	0.00110236220472441	0.00571181102362205
TPST1	78	0.0122834645669291	0.0652897637795276
TM4SF4	8	0.00125984251968504	0.00177322834645669
TOR1AIP2	2647	0.416850393700787	2.00094645669291
S100G	4	0.00062992125984252	0.00248976377952756
TM4SF1	13	0.00204724409448819	0.00704724409448819
OTUD3	223	0.0351181102362205	0.169203149606299
OTUD7A	139	0.0218897637795276	0.072555905511811
GUSB	1276	0.200944881889764	1.40813228346457
BRD3	1431	0.225354330708661	1.26685826771654
KLF13	1219	0.191968503937008	1.17969921259843
FRMPD4	10	0.0015748031496063	0.00128031496062992
ZFPM2	17	0.00267716535433071	0.00540314960629921
ZNF764	492	0.0774803149606299	0.471748031496063
ZNF747	342	0.0538582677165354	0.192426771653543
ZNF768	29	0.00456692913385827	0.0207826771653543
TAS1R3	24	0.00377952755905512	0.0114692913385827
TMEM42	258	0.0406299212598425	0.307368503937008
MAP3K2	1541	0.242677165354331	0.962329133858266
PUSL1	209	0.0329133858267717	0.247262992125984
SF3B5	1501	0.236377952755906	1.97413543307087
ZNF35	51	0.00803149606299213	0.0490944881889764
TIGD4	22	0.00346456692913386	0.0117874015748032
IFFO2	373	0.058740157480315	0.254248818897638
NLGN2	40	0.0062992125984252	0.0168803149606299
MYO7B	32	0.00503937007874016	0.0118393700787402
CHD3	1977	0.311338582677165	1.72732913385827
TMEM154	905	0.14251968503937	0.686647244094488
MYRIP	27	0.00425196850393701	0.00760787401574803
ALCAM	270	0.0425196850393701	0.22
YWHAG	928	0.146141732283465	0.637447244094488
UBE2E3	555	0.0874015748031496	0.601288188976378
CNTROB	445	0.0700787401574803	0.451820472440945
TRAPPC1	2378	0.374488188976378	2.52384724409449
ZPLD1	13	0.00204724409448819	0.00407244094488189
KCNAB3	71	0.0111811023622047	0.0651433070866142
SERPINA9	5	0.00078740157480315	0.00371338582677165
FAM153A	64	0.0100787401574803	0.0404535433070866
GPR37L1	44	0.00692913385826772	0.0209070866141732
SIMC1	494	0.0777952755905512	0.470636220472441
TMEM192	271	0.0426771653543307	0.23240157480315
RP11-423H2.1	912	0.143622047244095	0.978029921259844
NSG2	7	0.00110236220472441	0.00448031496062992
AC018720.10	3680	0.579527559055118	2.20312598425197
ZNF778	124	0.0195275590551181	0.128184251968504
NIPA1	264	0.0415748031496063	0.216103937007874
FOXD4	11	0.00173228346456693	0.00380944881889764
GPR25	51	0.00803149606299213	0.0558141732283465
UBE2E1	276	0.0434645669291339	0.275453543307087
HNRNPA3	3013	0.474488188976378	3.44649921259843
SIK2	685	0.107874015748032	0.3674
RNF150	24	0.00377952755905512	0.00717322834645669
CCDC144A	1049	0.165196850393701	0.76267874015748
RP11-262H14.4	254	0.04	0.194674015748031
CR848007.2	16	0.00251968503937008	0.00678267716535433
CHRNB1	222	0.0349606299212598	0.214584251968504
GYPA	8	0.00125984251968504	0.0051748031496063
USP38	1096	0.17259842519685	0.978264566929132
SLC16A5	76	0.0119685039370079	0.0573385826771653
NANP	116	0.0182677165354331	0.0797779527559055
ANKK1	15	0.00236220472440945	0.0126645669291339
FAM27B	28	0.00440944881889764	0.0146787401574803
RP11-12A20.2	7	0.00110236220472441	0.00649291338582677
ADPRM	321	0.0505511811023622	0.389672440944882
PWWP2A	541	0.0851968503937008	0.532234645669291
USP50	62	0.00976377952755906	0.0359291338582677
USP47	1526	0.240314960629921	1.56352913385827
PDCD6IP	2244	0.353385826771654	2.50045511811023
ZNF212	285	0.0448818897637795	0.287411023622047
MRAP	63	0.00992125984251968	0.0519259842519685
FAM161A	82	0.0129133858267717	0.0642976377952756
ZNF282	574	0.0903937007874016	0.52068031496063
GLB1	843	0.132755905511811	0.899818897637795
C14orf142	408	0.064251968503937	0.462872440944882
FAXDC2	95	0.0149606299212598	0.0658094488188976
CRTAP	693	0.109133858267717	0.727346456692913
CNGB3	16	0.00251968503937008	0.00523307086614173
ELP5	820	0.129133858267717	1.01365669291338
CMTM8	19	0.00299212598425197	0.0184031496062992
GABARAP	3620	0.57007874015748	5.17402047244094
LGALS9B	51	0.00803149606299213	0.0236062992125984
STX8	963	0.151653543307087	1.27548503937008
CDK1	456	0.0718110236220473	0.574173228346456
UBB	5321	0.837952755905512	8.67050866141731
NFRKB	615	0.0968503937007874	0.595829921259842
FABP4	2	0.00031496062992126	0.000585826771653543
FRMPD2	35	0.00551181102362205	0.0174755905511811
PRDM10	341	0.0537007874015748	0.3344
B3GNT2	1433	0.225669291338583	1.55951811023622
FOS	3867	0.608976377952756	5.92123464566929
TMED10	2378	0.374488188976378	2.92689133858268
OR2A20P	99	0.0155905511811024	0.0599102362204725
SETMAR	132	0.0207874015748031	0.120237795275591
SMAD1	33	0.00519685039370079	0.0254141732283465
EMX2	9	0.00141732283464567	0.00347244094488189
SP7	13	0.00204724409448819	0.00494330708661417
FAM115C	1232	0.194015748031496	0.746590551181102
SEMA3E	10	0.0015748031496063	0.00413228346456693
LRRN2	48	0.00755905511811024	0.0257685039370079
SLC30A1	215	0.0338582677165354	0.188864566929134
DCLK2	24	0.00377952755905512	0.0126724409448819
ZNF804A	15	0.00236220472440945	0.00166771653543307
CTA-313A17.2	22	0.00346456692913386	0.0169622047244095
GPRC5C	31	0.00488188976377953	0.0211007874015748
TMEM182	151	0.0237795275590551	0.128834645669291
VSTM2A	10	0.0015748031496063	0.00378267716535433
KRT8	291	0.0458267716535433	0.156910236220472
KRT78	7	0.00110236220472441	0.00478425196850394
ADORA2B	31	0.00488188976377953	0.0202251968503937
SDR9C7	6	0.000944881889763779	0.00162992125984252
MGMT	727	0.114488188976378	0.801384251968504
METTL7B	6	0.000944881889763779	0.00265196850393701
KRT86	226	0.0355905511811024	0.254905511811024
HARS	1174	0.18488188976378	1.31261417322835
NFXL1	461	0.0725984251968504	0.452724409448819
KRT75	5	0.00078740157480315	0.000856692913385827
DENND5B	41	0.00645669291338583	0.0136314960629921
CD14	72	0.0113385826771654	0.0406314960629921
DNAJC18	206	0.0324409448818898	0.222825196850394
KRT6C	6	0.000944881889763779	0.00390551181102362
AC005280.1	165	0.0259842519685039	0.114392125984252
SPATA24	72	0.0113385826771654	0.0818031496062992
RALGAPB	1077	0.169606299212598	0.79439842519685
WIBG	811	0.127716535433071	0.95344409448819
MZB1	516	0.081259842519685	0.623647244094489
KRT4	8	0.00125984251968504	0.00561732283464567
SLC23A1	180	0.0283464566929134	0.109667716535433
KRT74	8	0.00125984251968504	0.00183149606299213
NPAS2	43	0.00677165354330709	0.0237574803149606
KRT72	10	0.0015748031496063	0.00915748031496063
LONRF2	35	0.00551181102362205	0.0107228346456693
NUDT9	353	0.0555905511811024	0.388607874015748
HSD17B13	32	0.00503937007874016	0.0142220472440945
PA2G4	2419	0.380944881889764	2.72234173228346
ELOVL6	306	0.0481889763779528	0.296530708661417
KRT83	15	0.00236220472440945	0.00583307086614173
PFKFB3	2223	0.35007874015748	2.12197007874016
TMC7	24	0.00377952755905512	0.00638425196850394
ARL6IP1	3474	0.547086614173228	4.34816850393701
SERPINB9	4811	0.757637795275591	5.33586299212598
SMAGP	284	0.0447244094488189	0.293902362204724
CDH2	9	0.00141732283464567	0.00397952755905512
IRX2	6	0.000944881889763779	0.0028251968503937
EMB	3840	0.604724409448819	4.44702519685039
DLGAP1	51	0.00803149606299213	0.0396866141732283
STAT2	2147	0.338110236220472	2.17342834645669
NUDCD2	1131	0.178110236220472	1.23766141732284
LINC00266-3	16	0.00251968503937008	0.00821259842519685
IRF2BP1	98	0.0154330708661417	0.0800204724409449
HSPA4	1953	0.30755905511811	1.69534803149606
FAM71B	8	0.00125984251968504	0.00301889763779528
SLC26A5	75	0.0118110236220472	0.0375968503937008
SCRT1	5	0.00078740157480315	0.000445669291338583
COMMD5	713	0.112283464566929	0.841255118110236
SGCD	51	0.00803149606299213	0.0229543307086614
GTSF1	188	0.0296062992125984	0.241659842519685
DPY19L2P2	310	0.0488188976377953	0.14676062992126
ZNF16	152	0.0239370078740158	0.149009448818898
ARMC10	199	0.0313385826771654	0.153532283464567
RNF34	1466	0.230866141732283	1.56866141732284
ACYP2	490	0.0771653543307087	0.462532283464567
TRABD	2265	0.356692913385827	2.42582677165355
TMEM133	7	0.00110236220472441	0.00224566929133858
ATF7	917	0.144409448818898	0.937187401574803
RASA4B	877	0.138110236220472	0.69215905511811
SOCS6	53	0.00834645669291339	0.0329590551181102
MURC	9	0.00141732283464567	0.00596220472440945
OR10A3	2	0.00031496062992126	0.00172755905511811
ZNF296	273	0.042992125984252	0.305031496062992
HOXB9	9	0.00141732283464567	0.00469291338582677
TTLL6	12	0.00188976377952756	0.00378267716535433
BOP1	151	0.0237795275590551	0.139694488188976
POLH	668	0.105196850393701	0.607236220472441
SYT9	12	0.00188976377952756	0.00479842519685039
KCNS3	11	0.00173228346456693	0.00591968503937008
RBMXL2	5	0.00078740157480315	0.000615748031496063
KIF5B	2468	0.388661417322835	2.18982834645669
GPR37	8	0.00125984251968504	0.00276377952755906
AKAP13	4561	0.718267716535433	5.30115118110236
TPD52L3	5	0.00078740157480315	0.000774803149606299
CDCA4	657	0.103464566929134	0.731365354330708
OR10A4	5	0.00078740157480315	0.00477007874015748
SDR16C5	9	0.00141732283464567	0.00422677165354331
OR10A2	4	0.00062992125984252	0.00356062992125984
CHCHD7	1191	0.18755905511811	1.45164724409449
HTRA3	7	0.00110236220472441	0.00229606299212598
FOXN2	1706	0.268661417322835	1.43947559055118
OR2AG1	5	0.00078740157480315	0.00145511811023622
LMOD2	11	0.00173228346456693	0.00849606299212599
BFSP2	140	0.0220472440944882	0.12759842519685
FSHR	4	0.00062992125984252	0.00215748031496063
CELP	6	0.000944881889763779	0.00317795275590551
USP32	495	0.0779527559055118	0.438548031496063
CEL	0	0	0
PPM1D	813	0.128031496062992	0.751236220472441
GPR27	4	0.00062992125984252	0.00282992125984252
AC093323.3	443	0.0697637795275591	0.260658267716535
PSG6	28	0.00440944881889764	0.0120125984251969
KBTBD2	1458	0.229606299212598	1.74642834645669
MINA	240	0.0377952755905512	0.260373228346457
TRIAP1	448	0.0705511811023622	0.563426771653543
LILRP2	69	0.0108661417322835	0.0514692913385827
LSM3	1063	0.16740157480315	0.869908661417323
LILRA3	23	0.00362204724409449	0.00654488188976378
KIAA0232	503	0.0792125984251968	0.42028188976378
MTSS1	890	0.140157480314961	0.952272440944881
TMEM43	1689	0.265984251968504	1.64384094488189
RNF139	656	0.103307086614173	0.729571653543307
RPS9	5780	0.910236220472441	9.08834960629919
CYTL1	4	0.00062992125984252	0.0039259842519685
TSEN34	353	0.0555905511811024	0.380503937007874
TRH	2	0.00031496062992126	0.00084251968503937
GSTA4	44	0.00692913385826772	0.0438566929133858
MSANTD4	390	0.0614173228346457	0.391815748031496
NDUFA3	1966	0.309606299212598	2.53464566929134
OSCAR	24	0.00377952755905512	0.012792125984252
PAQR8	139	0.0218897637795276	0.122053543307087
NUDT6	115	0.0181102362204724	0.112661417322835
TPT1-AS1	688	0.108346456692913	0.621192125984252
OR7G3	1	0.00015748031496063	0.000269291338582677
TANC2	115	0.0181102362204724	0.0594346456692913
OR7G2	4	0.00062992125984252	0.00130551181102362
PKHD1	26	0.00409448818897638	0.00395433070866142
OR1M1	7	0.00110236220472441	0.00451023622047244
DNAJC24	349	0.0549606299212598	0.342395275590551
ZNF160	709	0.111653543307087	0.708280314960631
PGK2	23	0.00362204724409449	0.00657322834645669
OR8B12	7	0.00110236220472441	0.00283149606299213
ZNF415	17	0.00267716535433071	0.0122409448818898
PRKCDBP	18	0.00283464566929134	0.0155070866141732
CEACAM3	19	0.00299212598425197	0.0120913385826772
DCDC1	31	0.00488188976377953	0.010651968503937
HAS2	13	0.00204724409448819	0.00457007874015748
PDGFD	343	0.0540157480314961	0.308105511811024
PLAC1	3	0.00047244094488189	0.00189291338582677
DDI1	27	0.00425196850393701	0.0203779527559055
LINC00208	4	0.00062992125984252	0.00154488188976378
S1PR1	947	0.149133858267717	1.10730393700787
HS6ST2	10	0.0015748031496063	0.00374488188976378
PYGO1	15	0.00236220472440945	0.00211811023622047
LRRC8E	6	0.000944881889763779	0.00488976377952756
PKIA	223	0.0351181102362205	0.184970078740157
XKR6	270	0.0425196850393701	0.222228346456693
TSNARE1	341	0.0537007874015748	0.335858267716535
FPR2	23	0.00362204724409449	0.00808818897637795
FPR1	49	0.00771653543307087	0.0272472440944882
PATE1	7	0.00110236220472441	0.00288976377952756
FEZ2	190	0.0299212598425197	0.161042519685039
SOX7	15	0.00236220472440945	0.00717165354330709
C8orf74	5	0.00078740157480315	0.00212283464566929
C11orf24	400	0.062992125984252	0.434051968503938
FAM86JP	83	0.0130708661417323	0.0304503937007874
ALK	38	0.00598425196850394	0.0100173228346457
CCBL1	219	0.034488188976378	0.209456692913386
MTM1	510	0.0803149606299213	0.510941732283465
SIGLEC17P	54	0.00850393700787402	0.0646708661417323
TRMT61B	477	0.0751181102362205	0.523850393700787
INSR	71	0.0111811023622047	0.0323385826771654
MFN1	1019	0.160472440944882	0.664634645669291
GIMAP8	466	0.0733858267716536	0.442299212598426
HSFX1	18	0.00283464566929134	0.0111228346456693
NRTN	7	0.00110236220472441	0.0052755905511811
KCNMB3	91	0.0143307086614173	0.0754251968503937
FUT3	5	0.00078740157480315	0.00237952755905512
KCNG3	8	0.00125984251968504	0.0026251968503937
HSFX2	12	0.00188976377952756	0.0103732283464567
ATP6V0E2	1343	0.211496062992126	1.68915118110236
PRKCE	334	0.0525984251968504	0.272428346456693
OR2K2	7	0.00110236220472441	0.0046503937007874
JAGN1	557	0.0877165354330709	0.637774803149606
RLN3	8	0.00125984251968504	0.00683149606299213
TADA3	1267	0.199527559055118	1.2999968503937
SOCS5	302	0.0475590551181102	0.268157480314961
C1GALT1C1	393	0.0618897637795276	0.459925984251968
C9orf16	2130	0.335433070866142	2.66856220472442
MORN4	25	0.00393700787401575	0.0171086614173228
ZNF672	689	0.108503937007874	0.69144251968504
ZNF692	582	0.0916535433070866	0.662066141732283
NAIF1	107	0.0168503937007874	0.104004724409449
RBKS	435	0.068503937007874	0.383737007874016
GRIK1	40	0.0062992125984252	0.015903937007874
MUC7	10	0.0015748031496063	0.00520314960629921
PROL1	6	0.000944881889763779	0.00293228346456693
TMEM126A	461	0.0725984251968504	0.577244094488189
TMEM126B	840	0.132283464566929	1.01056377952756
TRIM8	712	0.112125984251968	0.680683464566929
NETO2	106	0.0166929133858268	0.0508267716535433
CLDN20	29	0.00456692913385827	0.0216614173228346
CDC42BPG	43	0.00677165354330709	0.0268220472440945
SCAND1	1949	0.306929133858268	2.40491968503937
JUNB	5374	0.846299212598425	7.93030708661418
C10orf35	108	0.017007874015748	0.138688188976378
TMEM37	11	0.00173228346456693	0.00486141732283465
UGT2B7	5	0.00078740157480315	0.00395590551181102
LRG1	24	0.00377952755905512	0.0125212598425197
SHCBP1	251	0.0395275590551181	0.240015748031496
SOSTDC1	10	0.0015748031496063	0.00593858267716536
NPTX1	33	0.00519685039370079	0.0147511811023622
FAM98B	454	0.071496062992126	0.372195275590551
RP11-1055B8.7	25	0.00393700787401575	0.00790236220472441
ZNF439	163	0.0256692913385827	0.111061417322835
ZNF440	254	0.04	0.190196850393701
GAA	359	0.0565354330708661	0.356020472440945
CANT1	629	0.0990551181102362	0.422741732283465
KCNK3	18	0.00283464566929134	0.00268976377952756
ZDHHC16	397	0.0625196850393701	0.444651968503937
CHST11	1104	0.173858267716535	1.00473700787402
EXOSC1	977	0.153858267716535	1.23905984251969
PGAM1	3212	0.505826771653543	4.42049133858267
CHD7	831	0.130866141732283	0.702250393700786
ESCO2	260	0.0409448818897638	0.228228346456693
KRT19	3	0.00047244094488189	0.00189763779527559
KRT15	10	0.0015748031496063	0.00238740157480315
LURAP1	6	0.000944881889763779	0.0042503937007874
CLCN5	67	0.0105511811023622	0.0398409448818898
TPPP	98	0.0154330708661417	0.0543417322834646
KCND3	28	0.00440944881889764	0.0112173228346457
APLN	2	0.00031496062992126	0.000270866141732283
KRT13	4	0.00062992125984252	0.00292913385826772
KRT9	5	0.00078740157480315	0.000974803149606299
PDE7B	783	0.123307086614173	0.55619842519685
MRPL36	635	0.1	0.811132283464568
ZNF581	419	0.0659842519685039	0.522404724409449
NAT1	165	0.0259842519685039	0.178752755905512
KRT20	7	0.00110236220472441	0.00435590551181102
GLOD5	7	0.00110236220472441	0.0065496062992126
KSR2	72	0.0113385826771654	0.031444094488189
ZNF524	371	0.0584251968503937	0.416751181102362
MCC	343	0.0540157480314961	0.176944881889764
ZBTB26	193	0.0303937007874016	0.176862992125984
DSEL	40	0.0062992125984252	0.0188330708661417
POLR1C	556	0.0875590551181102	0.636092913385827
ASXL1	1395	0.219685039370079	1.27763779527559
OR1L6	5	0.00078740157480315	0.00477322834645669
DLK2	29	0.00456692913385827	0.0201779527559055
ZNF562	824	0.129763779527559	0.670993700787402
ZNF318	237	0.0373228346456693	0.167305511811024
ZNF561	343	0.0540157480314961	0.294396850393701
MAP1LC3B2	2271	0.357637795275591	2.08157322834645
WIPF2	1281	0.201732283464567	0.994351181102361
HOPX	1512	0.238110236220472	2.09727244094488
OR1L3	6	0.000944881889763779	0.00313543307086614
SSX6	10	0.0015748031496063	0.00270551181102362
NLRP5	11	0.00173228346456693	0.00281889763779528
LRRC8C	1457	0.229448818897638	1.13884251968504
SPACA5	6	0.000944881889763779	0.0050992125984252
RSL1D1	2344	0.369133858267717	2.87318110236221
LRRC8D	678	0.106771653543307	0.707461417322835
MROH2B	17	0.00267716535433071	0.00457322834645669
OR1L8	4	0.00062992125984252	0.00297165354330709
PPID	997	0.157007874015748	1.06981732283464
OR1N2	5	0.00078740157480315	0.00406456692913386
COL24A1	22	0.00346456692913386	0.00865826771653543
ETFDH	777	0.122362204724409	0.646537007874016
OR1N1	7	0.00110236220472441	0.00482834645669291
RXFP1	12	0.00188976377952756	0.00629763779527559
LPAR3	13	0.00204724409448819	0.00693070866141733
PTGER4	2775	0.437007874015748	3.2246157480315
TBCA	1304	0.205354330708661	1.61141417322835
NEUROD2	17	0.00267716535433071	0.00422834645669291
MAP6	13	0.00204724409448819	0.00419527559055118
OTP	9	0.00141732283464567	0.00289448818897638
ECEL1	4	0.00062992125984252	0.00180629921259843
BCL2L1	1033	0.162677165354331	1.01893858267716
FGG	7	0.00110236220472441	0.00263307086614173
FGA	4	0.00062992125984252	0.00159527559055118
OR2AT4	8	0.00125984251968504	0.00448818897637795
FGB	2	0.00031496062992126	0.000532283464566929
PLRG1	832	0.131023622047244	1.02218267716535
RAB4B-EGLN2	300	0.047244094488189	0.180883464566929
ZNF584	149	0.0234645669291339	0.138406299212598
DSCAM	19	0.00299212598425197	0.00473070866141732
DNAI2	13	0.00204724409448819	0.0096755905511811
NMUR1	243	0.0382677165354331	0.209272440944882
CLSTN1	920	0.14488188976378	0.751859842519685
CXXC5	80	0.0125984251968504	0.0690299212598425
ZNF274	601	0.0946456692913386	0.648387401574803
PIK3CD	2772	0.436535433070866	2.78852598425197
PTCRA	4	0.00062992125984252	0.00183937007874016
SLC25A33	158	0.0248818897637795	0.0938834645669291
ENC1	355	0.0559055118110236	0.349933858267716
SPSB1	195	0.0307086614173228	0.153625196850394
P2RY6	16	0.00251968503937008	0.00744566929133858
BPTF	2824	0.444724409448819	2.4582503937008
S100Z	6	0.000944881889763779	0.00314488188976378
ZIK1	105	0.0165354330708661	0.0978692913385826
GPR82	260	0.0409448818897638	0.192061417322835
RP11-443P15.2	8	0.00125984251968504	0.00379370078740158
GPR34	96	0.0151181102362205	0.094651968503937
SHANK2-AS3	6	0.000944881889763779	0.00109448818897638
PLEKHG5	36	0.00566929133858268	0.0232629921259843
ATF7IP	3775	0.594488188976378	4.46778425196851
C20orf201	4	0.00062992125984252	0.00364409448818898
RGS19	1180	0.185826771653543	1.39888661417323
TCEA2	132	0.0207874015748031	0.14743937007874
ANO5	21	0.00330708661417323	0.00839842519685039
HDAC3	941	0.148188976377953	1.1851905511811
C1orf111	2	0.00031496062992126	0.00138582677165354
GPHN	362	0.057007874015748	0.307864566929134
VAT1L	9	0.00141732283464567	0.00363937007874016
TMEM51	7	0.00110236220472441	0.00568503937007874
CAMTA1	1192	0.187716535433071	1.36117007874016
LGALS4	31	0.00488188976377953	0.0346944881889764
LRRC34	78	0.0122834645669291	0.0681590551181103
PAH	15	0.00236220472440945	0.0111811023622047
SPATA5L1	112	0.0176377952755906	0.112426771653543
GATM	40	0.0062992125984252	0.0283102362204725
SYCE1	35	0.00551181102362205	0.0335070866141732
RASGRP4	22	0.00346456692913386	0.0101905511811024
NHLH1	9	0.00141732283464567	0.00383622047244095
SLFNL1	148	0.0233070866141732	0.117981102362205
BCL2	590	0.0929133858267716	0.488968503937008
RHNO1	720	0.113385826771654	0.804023622047243
CTPS1	816	0.128503937007874	0.925203149606301
KNDC1	24	0.00377952755905512	0.00648346456692914
WDR87	24	0.00377952755905512	0.00545354330708662
METTL18	209	0.0329133858267717	0.244461417322835
TTC40	21	0.00330708661417323	0.00481574803149606
COL8A2	13	0.00204724409448819	0.00350393700787402
PWWP2B	65	0.0102362204724409	0.0556645669291339
PCDHB1	5	0.00078740157480315	0.00271653543307087
ZNF540	142	0.0223622047244095	0.124604724409449
ANGPTL7	49	0.00771653543307087	0.0301795275590551
FBXL14	153	0.0240944881889764	0.134330708661417
EXOSC10	1828	0.287874015748032	1.98954488188977
ZNF570	173	0.027244094488189	0.19188188976378
NINJ2	375	0.0590551181102362	0.498042519685039
MLLT3	2106	0.331653543307087	2.03829448818898
FAM90A1	6	0.000944881889763779	0.00190551181102362
RRM2	476	0.0749606299212599	0.627617322834645
TRAPPC12	792	0.124724409448819	0.8320031496063
RPS21	3849	0.606141732283465	5.83934330708661
C3AR1	160	0.0251968503937008	0.169899212598425
RNMTL1	385	0.0606299212598425	0.441337007874016
PTEN	2650	0.417322834645669	2.36817795275591
RPS7	5683	0.89496062992126	8.62068503937008
PRND	14	0.00220472440944882	0.00641102362204724
RNASEH1	644	0.101417322834646	0.662497637795276
PRNP	1731	0.27259842519685	2.05336220472441
KLF17	8	0.00125984251968504	0.00422834645669291
ADRA1D	5	0.00078740157480315	0.00117952755905512
FRMD5	160	0.0251968503937008	0.133740157480315
AQP4	13	0.00204724409448819	0.0034251968503937
CYP4F11	14	0.00220472440944882	0.00576220472440945
TLN2	51	0.00803149606299213	0.0264094488188976
LGALS9C	135	0.021259842519685	0.0532755905511811
TVP23B	978	0.154015748031496	1.09797795275591
FBXW10	15	0.00236220472440945	0.00549448818897638
ZNF217	1464	0.230551181102362	1.30744566929134
OR10H2	9	0.00141732283464567	0.00425984251968504
SRGAP2C	490	0.0771653543307087	0.386492913385827
SCG2	5	0.00078740157480315	0.00279842519685039
ATPAF2	523	0.0823622047244094	0.624968503937008
CYP4F22	92	0.014488188976378	0.0708787401574803
FOXB1	13	0.00204724409448819	0.0112850393700787
PPIH	802	0.126299212598425	0.92291968503937
LRRC48	141	0.0222047244094488	0.137211023622047
ZNF57	71	0.0111811023622047	0.0702314960629921
C20orf196	388	0.0611023622047244	0.478629921259843
JMJD1C	2890	0.455118110236221	3.04825196850394
LDHAL6B	10	0.0015748031496063	0.00768188976377953
SYNPO	19	0.00299212598425197	0.00375275590551181
OR52P2P	1	0.00015748031496063	0.00103307086614173
ZNF556	4	0.00062992125984252	0.00102047244094488
MAL	213	0.0335433070866142	0.264516535433071
ZNF554	74	0.0116535433070866	0.0415354330708661
RAB33B	654	0.102992125984252	0.546998425196851
THOP1	434	0.0683464566929134	0.474686614173228
ANKRD20A4	122	0.0192125984251969	0.0808598425196851
REG3A	4	0.00062992125984252	0.00224094488188976
GAP43	5	0.00078740157480315	0.00413858267716535
REG1B	4	0.00062992125984252	0.000777952755905512
EPHX4	8	0.00125984251968504	0.0070236220472441
LAMB2	14	0.00220472440944882	0.0100110236220472
USP19	489	0.077007874015748	0.464376377952756
QARS	1525	0.240157480314961	2.00665196850394
ORMDL3	995	0.156692913385827	1.18772598425197
SERF1A	335	0.052755905511811	0.28504094488189
KLF11	122	0.0192125984251969	0.101368503937008
LRRC15	13	0.00204724409448819	0.00511653543307087
SMN1	1444	0.22740157480315	1.51316062992126
EIF2AK3	558	0.0878740157480315	0.435823622047244
MOB3A	2024	0.318740157480315	2.17448818897638
KRCC1	657	0.103464566929134	0.749510236220472
NME6	388	0.0611023622047244	0.452669291338582
CYCS	2645	0.416535433070866	3.33215748031496
CD8B	4381	0.68992125984252	6.23000629921261
SLFN12	171	0.0269291338582677	0.179456692913386
CALB2	4	0.00062992125984252	0.00103464566929134
SLC9C1	5	0.00078740157480315	0.00167244094488189
OR1A1	4	0.00062992125984252	0.00172125984251969
FRMD3	44	0.00692913385826772	0.0242472440944882
SNTB1	397	0.0625196850393701	0.291277165354331
MTBP	268	0.0422047244094488	0.221941732283465
TEFM	242	0.0381102362204724	0.28004094488189
MRPL13	794	0.12503937007874	0.951685039370079
MALT1	773	0.121732283464567	0.607300787401575
ISG20	3568	0.561889763779528	5.06133700787401
HMGN1P35	174	0.0274015748031496	0.0768629921259843
MBOAT1	1140	0.179527559055118	1.19987086614173
OR8U1	3	0.00047244094488189	0.00264251968503937
ID4	5	0.00078740157480315	0.00146771653543307
OR4X2	3	0.00047244094488189	0.00164094488188976
GPR22	372	0.0585826771653543	0.371981102362205
CXCR6	2143	0.33748031496063	2.97922204724409
CEBPB	445	0.0700787401574803	0.229332283464567
AZU1	13	0.00204724409448819	0.00685511811023622
TPSAB1	9	0.00141732283464567	0.00385354330708661
PAIP1	776	0.122204724409449	0.884521259842519
CLEC7A	64	0.0100787401574803	0.0317858267716536
C5orf34	102	0.0160629921259843	0.0933496062992126
SERHL	167	0.0262992125984252	0.0715196850393701
NEGR1	30	0.0047244094488189	0.00534645669291339
ZNF131	1429	0.22503937007874	1.56830866141733
MACROD2	43	0.00677165354330709	0.0175685039370079
DPAGT1	583	0.0918110236220472	0.688563779527559
BSG	2918	0.459527559055118	3.16097322834645
HINFP	546	0.0859842519685039	0.553193700787401
CERS6	220	0.0346456692913386	0.1314
CSPG4P4Y	4	0.00062992125984252	0.000543307086614173
SPTLC3	63	0.00992125984251968	0.0198409448818898
GOLGA2P3Y	2	0.00031496062992126	0.00103937007874016
COPRS	51	0.00803149606299213	0.0481196850393701
TP53RK	590	0.0929133858267716	0.604825196850394
B3GALT1	27	0.00425196850393701	0.0113779527559055
CLEC12A	48	0.00755905511811024	0.0438944881889764
BPGM	887	0.139685039370079	1.07404409448819
POP7	480	0.0755905511811024	0.586256692913386
ALG14	155	0.0244094488188976	0.121507086614173
